genre,genre_autre,age,diplome,diplome_autre,situation_professionnelle,csp,compo_menage,compo_menage_autre,nb_pers_menage,nb_enfants_menage,nb_enfants_menage_14,date_der_dep_vtc,der_dep_vtc_agglo_res_on,agglo_der_dep,agglo_der_dep_autre,app_der_dep_vtc_on,app_der_dep_vtc,app_der_dep_vtc_autre,prix_estime_trajet_vtc_20min,avis_prix_estime_trajet_vtc_20min,prix_estime_trajet_taxi_20min,avis_prix_estime_trajet_taxi_20min,nb_voitures,nb_voitures_hybride_ou_elec,nb_2rm,nb_velo_meca,nb_velo_elec,nb_trot_meca,nb_trot_elec,permis_conduire_1,permis_conduire_2,temps_marche_bus,temps_marche_tram,temps_marche_metro,temps_marche_gare,abo_tc,velo_trott_lld,vtc_dispo,taxi_dispo,freq_marche,freq_vp_cond,freq_vp_passager,freq_voit_loc,freq_drm_perso,freq_drm_partage,freq_velo_perso,freq_velo_partage,freq_trott_partage,freq_tc,freq_taxi,freq_vtc,freq_maas,motif_der_dep_vtc,motif_der_dep_vtc_autre,prix_der_dep_vtc,duree_der_dep_vtc,quels_modes_de_transport_avez-vous_utili1,quels_modes_de_transport_avez-vous_utili2,quels_modes_de_transport_avez-vous_utili3,quels_modes_de_transport_avez-vous_autre,renoncement_der_dep_vtc,report_modal_der_dep_vtc,report_modal_der_dep_vtc_autre,raison_vtc_der_dep_vtc1,raison_vtc_der_dep_vtc2,raison_vtc_der_dep_vtc3,raison_vtc_der_dep_vtc_autre,raison_non_usage_vtc1,raison_non_usage_vtc2,raison_non_usage_vtc3,raison_non_usage_vtc_autre,raison_non_usage_vtc_depuis_der_dep1,raison_non_usage_vtc_depuis_der_dep2,raison_non_usage_vtc_depuis_der_dep3,raison_non_usage_vtc_depuis_der_de_autre,mauvaise_exp1,mauvaise_exp2,mauvaise_exp3,mauvaise_exp_autre,trajet_domtrav_dometudes,accompagnement_proche,visite_proche,dep_pro,loisir,aeroport,gare_ou_tc,voyage_mode_principal,courses_ou_achats,courses_conventionnees,demarches_admin,raisons_usagevtc_potentiel1,raisons_usagevtc_potentiel2,raisons_usagevtc_potentiel3,raisons_usagevtc_potentiel_autre,services_vtc_potentiels1,services_vtc_potentiels2,services_vtc_potentiels3,services_vtc_potentiels_autre,date_der_dep_taxi,lieu_der_dep_taxi_jamaisvtc,motif_der_dep_taxi_jamaisvtc,motif_der_dep_taxi_jamaisvtc_autre,prix_der_dep_taxi_jamaisvtc,duree_der_dep_taxi_jamaisvtc,motif_der_dep_taxi_pasvtc_res,motif_der_dep_taxi_pasvtc_res_autre,prix_der_dep_taxi_pasvtc_res,duree_der_dep_taxi_pasvtc_res,future_mobilite_envisagee,future_mobilite_envisagee_autre,demotorisation_potentielle,raison_demoto_circulation,raison_demoto_stationnement,raison_demoto_changement,raison_demoto_moyens_financiers,raison_demoto_panne_ou_trop_vieux,raison_demoto_pref_tc,raison_demoto_pref_velo_ou_marche,raison_demoto_pref_taxi_ou_vtc,raison_demoto_pref_mobilite_partagee,demenagement_potentiel,aire_urbaine_demenagement_potentiel,situation_agglo_demenagement_potentiel,situation_agglo_demenagement_poten_autre,tc_destination_demenagement_potentiel,zfe_on,zfe_adaptation1,zfe_adaptation2,zfe_adaptation3,zfe_adaptation_autre,revenus,cat_csp,cat_age,cat_aire_urbaine,poids_redressement
Une femme,,44,"CAP, BEP",,Actif.ve à temps plein (+32 h / semaine),Ouvrier.ère,En couple avec enfant(s),,4.0,2.0,1.0,Je n'en ai jamais utilisé,,,,,,,20,Faible,30,Faible,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,1,1,"Oui, permis B",,Entre 5 et 10 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Entre 10 et 15 minutes,Non,Non,Je ne sais pas,Je ne sais pas,2 à 3 fois par mois,Tous les jours ou presque,Tous les jours ou presque,Jamais,,,,Jamais,Jamais,Jamais,Jamais,Jamais,2 à 3 fois par mois,,,,,,,,,,,,,,,,Je ne connais pas ce service,,,,,,,,,,,,Exceptionnellement,Souvent,Souvent,Souvent,Exceptionnellement,Souvent,Souvent,Exceptionnellement,Jamais,Souvent,Exceptionnellement,Ça me permet de me déplacer facilement avec des proches,Service de meilleur rapport qualité/prix par rapport aux taxis,Service de meilleure qualité par rapport à d'autres moyens de transport,,Transport de personnes à mobilité réduite (PMR) ou en situation de handicap,Déplacement pour raison médicale remboursé par l’assurance maladie,Equipement en sièges pour enfants,,,,,,,,,,,,Je me déplacerai moins,,Non,,,,,,,,,,Non,,,,,Je ne sais pas,,,,,De 3 000 à 4 000 €,Ouvrier.ère,40-49 ans,Aire urbaine de Paris,0.906505977
Un homme,,44,Bac + 5 (Master),,Actif.ve à temps plein (+32 h / semaine),"Cadre, Profession intellectuelle supérieure",En couple avec enfant(s),,5.0,3.0,3.0,Il y a plus de 12 mois,Non,Agglomération marseillaise,,Oui,Uber,,30,Adéquat,40,Adéquat,Mon ménage ne possède pas ce type de véhicule,1,Mon ménage ne possède pas ce type de véhicule,1,2,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Entre 5 et 10 minutes,Entre 5 et 10 minutes,Entre 5 et 10 minutes,Entre 5 et 10 minutes,Oui,Non,"Oui, tout le temps",Oui,Tous les jours ou presque,1 fois par semaine,1 fois par semaine,1 fois par mois,,,Tous les jours ou presque,Jamais,Jamais,Tous les jours ou presque,1 fois par mois,Moins d'une fois par mois,1 fois par semaine,Déplacement professionnel,,Entre 25 et 30 €,Entre 15 et 20 minutes,La marche à pied,,,,Oui,Un taxi,,C'était plus rapide,"C'était plus sûr (pour arriver à l'heure, pour arriver sans me perdre...)","C’était plus pratique (j’avais des bagages, …)",,,,,,Je préfère le taxi,Autre,,C'est ma société qui choisit,,,,,Jamais,Jamais,Jamais,Exceptionnellement,Jamais,Exceptionnellement,Jamais,Jamais,Jamais,Jamais,Jamais,Si aucune autre offre de transport n'est disponible seulement,Service de meilleur rapport qualité/prix par rapport aux taxis,Ça me permet de me déplacer avec mon animal de compagnie,,Aucun service supplémentaire,,,,Il y a moins de 12 mois,,,,,,Déplacement professionnel,,Entre 10 et 15 €,Entre 10 et 15 minutes,Je n'envisage pas de changements particuliers,,Non,,,,,,,,,,Non,,,,,Oui,,,,,De 6 000 € à 7 000 €,"Cadre, Profession intellectuelle supérieure",40-49 ans,Aire urbaine de plus de 200 000 habitants (hors Paris),0.885512884
Un homme,,51,Bac + 5 (Master),,Actif.ve à temps plein (+32 h / semaine),"Cadre, Profession intellectuelle supérieure",Seul.e avec enfant(s),,2.0,1.0,1.0,Je n'en ai jamais utilisé,,,,,,,20,Adéquat,25,Adéquat,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,2,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Moins de 5 minutes,Moins de 5 minutes,Moins de 5 minutes,Entre 5 et 10 minutes,Oui,Non,"Oui, tout le temps",Oui,Tous les jours ou presque,2 à 3 fois par semaine,1 fois par mois,1 fois par mois,,,Jamais,2 à 3 fois par mois,Jamais,Tous les jours ou presque,2 à 3 fois par mois,Jamais,1 fois par semaine,,,,,,,,,,,,,,,,Je préfère le taxi,Je n'apprécie pas les marques de VTC,Je préfère d'autres moyens de transport,,,,,,,,,,Jamais,Exceptionnellement,Jamais,Jamais,Exceptionnellement,Exceptionnellement,Jamais,Jamais,Jamais,Jamais,Jamais,Si aucune autre offre de transport n'est disponible seulement,,,,Aucun service supplémentaire,,,,Il y a moins de 12 mois,Dans mon agglomération de résidence,Rejoindre ou quitter une gare/un aéroport/une station de transports en commun,,Plus de 35 €,Plus de 30 minutes,,,,,Je n'envisage pas de changements particuliers,,Non,,,,,,,,,,Non,,,,,Oui,J'adapterai mon ou mes véhicule(s) ou en changerai,,,,De 7 000 € à 8 000 €,"Cadre, Profession intellectuelle supérieure",50-59 ans,Aire urbaine de Paris,1.023972175
Une femme,,34,"Bac +2 (BTS, DUT)",,Actif.ve à temps partiel (-32 h / semaine),Profession intermédiaire,En couple avec enfant(s),,5.0,3.0,3.0,Il y a plus de 12 mois,Non,Agglomération lyonnaise,,Oui,Uber,,10,Elevé,15,Elevé,2,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,3 ou plus,Mon ménage ne possède pas ce type de véhicule,2,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Plus de 20 minutes,Je ne réside pas dans un lieu pourvu d'un réseau de transports en commun,Non,Non,Je ne sais pas,Moins d'une fois par mois,Tous les jours ou presque,2 à 3 fois par semaine,Jamais,,,Moins d'une fois par mois,Jamais,Jamais,Moins d'une fois par mois,Jamais,Jamais,2 à 3 fois par mois,"Faire une sortie de loisir ou culturelle (restaurant, boîte de nuit, complexe sportif, musée, plage…)",,Je ne sais plus,Je ne sais plus,La marche à pied,,,,Oui,Une voiture personnelle,,C'était plus confortable,"C'était plus sécurisant (agressions, vols, etc.)",C'était plus rapide,,,,,,Autre,,,Pas de vrac dans ma ville,,,,,Jamais,Exceptionnellement,Exceptionnellement,Jamais,Jamais,Exceptionnellement,Exceptionnellement,Jamais,Jamais,Exceptionnellement,Jamais,Si aucune autre offre de transport n'est disponible seulement,Ça me permet de me déplacer facilement avec des proches,,,Equipement en sièges pour enfants,Déplacement pour raison médicale remboursé par l’assurance maladie,Transport de personnes à mobilité réduite (PMR) ou en situation de handicap,,,,,,,,,,,,J'utiliserai davantage le vélo ou marcherai plus,,Non,,,,,,,,,,Non,,,,,Non,,,,,De 5 000 € à 6 000 €,Profession intermédiaire,30-39 ans,Aire urbaine de moins de 100 000 habitants,0.716193896
Une femme,,24,Baccalauréat,,Etudiant.e,,En couple avec enfant(s),,5.0,4.0,3.0,Il y a moins de 12 mois,Non,Agglomération parisienne,,Non,,,800,Très élevé,800,Elevé,2,1,1,1,1,2,3 ou plus,Non,,Entre 10 et 15 minutes,Entre 10 et 15 minutes,Moins de 5 minutes,Plus de 20 minutes,Oui,Non,"Oui, tout le temps",Oui,1 fois par mois,,Tous les jours ou presque,,,,Tous les jours ou presque,Tous les jours ou presque,2 à 3 fois par semaine,1 fois par mois,1 fois par mois,Tous les jours ou presque,Tous les jours ou presque,Déplacement domicile-travail ou domicile-études,,Entre 5 et 10 €,Moins de 10 minutes,"Un(e) voiture, moto ou scooter personnel(le)",,,,Non,,,,,,,,,,,Le service n’est pas disponible dans les lieux que je fréquente ou que j'ai fréquentés,,,,,,,,Exceptionnellement,Souvent,A chaque fois,Exceptionnellement,Jamais,A chaque fois,A chaque fois,Souvent,A chaque fois,A chaque fois,Souvent,Service de meilleure qualité par rapport à d'autres moyens de transport,,,,Equipement en sièges pour enfants,,,,,,,,,,,,,,J'utiliserai davantage les services de taxi ou de VTC,,Oui,Tout à fait d'accord,Plutôt d'accord,Plutôt pas d'accord,Pas d'accord du tout,Tout à fait d'accord,Ne se prononce pas,Pas d'accord du tout,Pas d'accord du tout,Plutôt pas d'accord,Non,,,,,Oui,J’utiliserai davantage les transports en commun,,,,Moins de 1 000 €,Inactifs et autres (hors retraités),18-29 ans,Aire urbaine de Paris,1.046426634
Une femme,,43,Bac + 4 (Maîtrise),,Actif.ve à temps plein (+32 h / semaine),"Cadre, Profession intellectuelle supérieure",Seul.e avec enfant(s),,1.0,1.0,1.0,Il y a moins de 12 mois,Non,Agglomération parisienne,,Non,,,20,Elevé,14,Adéquat,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,2,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Moins de 5 minutes,Entre 15 et 20 minutes,Moins de 5 minutes,Moins de 5 minutes,Oui,Non,"Oui, tout le temps",Oui,Tous les jours ou presque,,2 à 3 fois par mois,Jamais,,,1 fois par semaine,Jamais,Jamais,Tous les jours ou presque,1 fois par mois,1 fois par mois,Tous les jours ou presque,Rejoindre ou quitter une gare/un aéroport/une station de transports en commun,,Entre 25 et 30 €,Plus de 30 minutes,La marche à pied,,,,Oui,Un taxi,,C'était moins cher,,,,,,,,Je préfère le taxi,,,,,,,,Jamais,Souvent,Exceptionnellement,Souvent,Exceptionnellement,A chaque fois,A chaque fois,Souvent,Exceptionnellement,A chaque fois,Exceptionnellement,Si aucune autre offre de transport n'est disponible seulement,Ça me permet de me déplacer plus facilement en tant que personne à mobilité réduite,Ça me permet de me déplacer facilement avec des proches,,Equipement en sièges pour enfants,Déplacement pour raison médicale remboursé par l’assurance maladie,"Aide au déménagement, pour le transport de mes effets personnels",,Il y a moins de 12 mois,,,,,,Rejoindre ou quitter une gare/un aéroport/une station de transports en commun,,Entre 30 et 35 €,Plus de 30 minutes,J'utiliserai davantage les transports en commun,,,,,,,,,,,,Non,,,,,Oui,,,,,De 2 000 € à 3 000 €,"Cadre, Profession intellectuelle supérieure",40-49 ans,Aire urbaine de Paris,0.766243219
Un homme,,24,"Bac +2 (BTS, DUT)",,Actif.ve en recherche d'emploi,Ouvrier.ère,Autre,3 adulte séparé,3.0,0.0,0.0,Je n'en ai jamais utilisé,,,,,,,50,Très élevé,70,Très élevé,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,1,Non,,Entre 5 et 10 minutes,Moins de 5 minutes,Il n'en existe pas à proximité de mon domicile,Plus de 20 minutes,Oui,Non,"Oui, tout le temps",Oui,2 à 3 fois par semaine,,2 à 3 fois par mois,,,,,Jamais,Jamais,2 à 3 fois par semaine,Jamais,Jamais,Moins d'une fois par mois,,,,,,,,,,,,,,,,C'est trop compliqué à utiliser,Je préfère d'autres moyens de transport,Le service est trop cher,,,,,,,,,,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Si aucune autre offre de transport n'est disponible seulement,Service de meilleur rapport qualité/prix par rapport aux taxis,Ça me permet de me déplacer avec mon animal de compagnie,,Acceptation des animaux à bord,Equipement en sièges pour enfants,Aucun service supplémentaire,,,,,,,,,,,,J'utiliserai davantage les transports en commun,,Non,,,,,,,,,,Non,,,,,Oui,Je ne serai pas concerné par les restrictions,,,,De 1 000 € à 2 000 €,En recherche d'emploi,18-29 ans,Aire urbaine de plus de 200 000 habitants (hors Paris),0.408923736
Un homme,,39,"Bac +2 (BTS, DUT)",,Actif.ve à temps plein (+32 h / semaine),Profession intermédiaire,En couple avec enfant(s),,6.0,4.0,3.0,Je n'en ai jamais utilisé,,,,,,,40,Elevé,70,Très élevé,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,3 ou plus,Mon ménage ne possède pas ce type de véhicule,3 ou plus,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Moins de 5 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Entre 15 et 20 minutes,Non,Non,Je ne sais pas,Je ne sais pas,2 à 3 fois par semaine,Tous les jours ou presque,Jamais,Jamais,,,1 fois par mois,Jamais,Jamais,Jamais,Jamais,Jamais,1 fois par semaine,,,,,,,,,,,,,,,,Le service est trop cher,Je préfère d'autres moyens de transport,,,,,,,,,,,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Si aucune autre offre de transport n'est disponible seulement,,,,Aucun service supplémentaire,,,,,,,,,,,,,,Je n'envisage pas de changements particuliers,,Non,,,,,,,,,,Je ne sais pas,Aire urbaine de moins de 100 000 habitants,Autre,campagne,Je ne sais pas,Je ne sais pas,,,,,De 3 000 à 4 000 €,Profession intermédiaire,30-39 ans,Aire urbaine de moins de 100 000 habitants,0.84862183
Un homme,,37,Bac + 3 (Licence),,Actif.ve à temps plein (+32 h / semaine),Ouvrier.ère,En couple avec enfant(s),,5.0,3.0,3.0,Il y a plus de 12 mois,Oui,,,Oui,Heetch,,25,Très élevé,30,Très élevé,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,1,Mon ménage ne possède pas ce type de véhicule,1,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Entre 5 et 10 minutes,Entre 5 et 10 minutes,Il n'en existe pas à proximité de mon domicile,Entre 10 et 15 minutes,Oui,Non,"Oui, tout le temps",Oui,1 fois par semaine,2 à 3 fois par semaine,Moins d'une fois par mois,1 fois par mois,,,2 à 3 fois par semaine,2 à 3 fois par mois,2 à 3 fois par mois,Tous les jours ou presque,1 fois par mois,1 fois par mois,Tous les jours ou presque,Rejoindre ou quitter une gare/un aéroport/une station de transports en commun,,Entre 20 et 25 €,Entre 15 et 20 minutes,Aucun,,,,Je ne sais pas,,,,,,,,,,,Le service est trop cher,Je préfère d’autres moyens de transport,,,,,,,Exceptionnellement,Exceptionnellement,Exceptionnellement,Exceptionnellement,Exceptionnellement,Souvent,Exceptionnellement,Exceptionnellement,Jamais,Exceptionnellement,Jamais,Service de meilleur rapport qualité/prix par rapport aux taxis,Si aucune autre offre de transport n'est disponible seulement,Ça me permet de me déplacer facilement avec des proches,,"Aide au déménagement, pour le transport de mes effets personnels",Equipement en sièges pour enfants,,,,,,,,,,,,,J'utiliserai davantage les transports en commun,,Je ne sais pas,Pas d'accord du tout,Pas d'accord du tout,Plutôt d'accord,Plutôt d'accord,Tout à fait d'accord,Pas d'accord du tout,Plutôt d'accord,Plutôt pas d'accord,Pas d'accord du tout,Je ne sais pas,Aire urbaine de plus de 200 000 habitants (hors aire urbaine de Paris),En deuxième couronne d'une agglomération,,Aussi bien desservie,Non,,,,,De 3 000 à 4 000 €,Ouvrier.ère,30-39 ans,Aire urbaine de Paris,1.038605057
Un homme,,49,"Bac +2 (BTS, DUT)",,Actif.ve en recherche d'emploi,"Cadre, Profession intellectuelle supérieure",Seul.e avec enfant(s),,4.0,3.0,0.0,Je n'en ai jamais utilisé,,,,,,,50,Elevé,80,Très élevé,Mon ménage ne possède pas ce type de véhicule,1,Mon ménage ne possède pas ce type de véhicule,1,Mon ménage ne possède pas ce type de véhicule,1,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Entre 5 et 10 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Entre 10 et 15 minutes,Oui,Non,Je ne sais pas,Oui,Tous les jours ou presque,2 à 3 fois par semaine,Moins d'une fois par mois,Jamais,,,1 fois par mois,Jamais,Jamais,2 à 3 fois par mois,Jamais,Jamais,Tous les jours ou presque,,,,,,,,,,,,,,,,Je préfère d'autres moyens de transport,Autre,,Je n'y pense pas et ne connais pas le mode opératoire,,,,,,,,,Exceptionnellement,Exceptionnellement,Jamais,Exceptionnellement,Exceptionnellement,Exceptionnellement,Exceptionnellement,Exceptionnellement,Exceptionnellement,Exceptionnellement,Exceptionnellement,Si aucune autre offre de transport n'est disponible seulement,Autre,,Si le véhicule est écologique,Transport de personnes à mobilité réduite (PMR) ou en situation de handicap,Embarquement d’un vélo ou d’un autre équipement encombrant,Déplacement pour raison médicale remboursé par l’assurance maladie,,,,,,,,,,,,J'utiliserai davantage les transports en commun,,Non,,,,,,,,,,Non,,,,,Oui,,,,,De 3 000 à 4 000 €,En recherche d'emploi,40-49 ans,Aire urbaine de moins de 100 000 habitants,0.381138838
Un homme,,56,Baccalauréat,,Sans activité professionnelle,,En couple avec enfant(s),,5.0,3.0,0.0,Je n'en ai jamais utilisé,,,,,,,10,Elevé,15,Elevé,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Moins de 5 minutes,Entre 5 et 10 minutes,Moins de 5 minutes,Entre 5 et 10 minutes,Oui,Non,Je ne sais pas,Je ne sais pas,Tous les jours ou presque,2 à 3 fois par semaine,Jamais,Jamais,,,Moins d'une fois par mois,Jamais,Jamais,2 à 3 fois par semaine,Jamais,Jamais,2 à 3 fois par mois,,,,,,,,,,,,,,,,Je préfère d'autres moyens de transport,Je ne connais pas ce service,Le service est trop cher,,,,,,,,,,Jamais,Exceptionnellement,Jamais,Jamais,Jamais,Exceptionnellement,Jamais,Jamais,Jamais,Jamais,Jamais,Si aucune autre offre de transport n'est disponible seulement,Service de meilleur rapport qualité/prix par rapport aux taxis,Service de meilleure qualité par rapport à d'autres moyens de transport,,Embarquement d’un vélo ou d’un autre équipement encombrant,Déplacement pour raison médicale remboursé par l’assurance maladie,Acceptation des animaux à bord,,,,,,,,,,,,J'utiliserai davantage le vélo ou marcherai plus,,Oui,Plutôt d'accord,Plutôt pas d'accord,Plutôt pas d'accord,Tout à fait d'accord,Plutôt pas d'accord,Tout à fait d'accord,Tout à fait d'accord,Plutôt pas d'accord,Plutôt pas d'accord,Je ne sais pas,Hors aire urbaine (zones rurales),,,Moins bien desservie,Je ne sais pas,,,,,De 1 000 € à 2 000 €,Inactifs et autres (hors retraités),50-59 ans,Aire urbaine de plus de 200 000 habitants (hors Paris),1.236362294
Une femme,,33,Sans diplôme,,Actif.ve à temps partiel (-32 h / semaine),Employé.e,En couple avec enfant(s),,3.0,1.0,1.0,Je n'en ai jamais utilisé,,,,,,,10,Elevé,30,Elevé,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,1,Non,,Moins de 5 minutes,Il n'en existe pas à proximité de mon domicile,Entre 5 et 10 minutes,Entre 5 et 10 minutes,Non,Non,Non,Non,2 à 3 fois par semaine,,Jamais,,,,,Jamais,Jamais,2 à 3 fois par semaine,Jamais,Jamais,1 fois par mois,,,,,,,,,,,,,,,,Je ne connais pas ce service,,,,,,,,,,,,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Autre,,,Je connais pas,Autre,,,Je connais pas,,,,,,,,,,,Autre,Je connais pas,,,,,,,,,,,Je ne sais pas,Aire urbaine de Paris,Dans la ville-centre d'une agglomération,,Mieux desservie,Je ne sais pas,,,,,Moins de 1 000 €,Employé.e,30-39 ans,Aire urbaine de Paris,0.812182846
Une femme,,41,Bac + 3 (Licence),,Actif.ve à temps partiel (-32 h / semaine),Ouvrier.ère,En couple avec enfant(s),,4.0,2.0,2.0,Je n'en ai jamais utilisé,,,,,,,50,Adéquat,100,Elevé,2,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,2,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Moins de 5 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Entre 15 et 20 minutes,Non,Non,Je ne sais pas,Oui,Tous les jours ou presque,Tous les jours ou presque,Jamais,Jamais,,,1 fois par mois,Jamais,Jamais,1 fois par mois,Jamais,Jamais,Jamais,,,,,,,,,,,,,,,,Je ne connais pas ce service,Je préfère d'autres moyens de transport,,,,,,,,,,,Jamais,Jamais,Jamais,Jamais,Jamais,Exceptionnellement,Exceptionnellement,Exceptionnellement,Jamais,Jamais,Jamais,Service de meilleur rapport qualité/prix par rapport aux taxis,Si aucune autre offre de transport n'est disponible seulement,,,Equipement en sièges pour enfants,Déplacement pour raison médicale remboursé par l’assurance maladie,,,,,,,,,,,,,J'utiliserai davantage les transports en commun,,Non,,,,,,,,,,Oui,Aire urbaine de moins de 100 000 habitants,En deuxième couronne d'une agglomération,,Moins bien desservie,Je ne sais pas,,,,,De 3 000 à 4 000 €,Ouvrier.ère,40-49 ans,Aire urbaine entre 100 000 et 200 000 habitants,0.70160945
Une femme,,46,"Bac +2 (BTS, DUT)",,Actif.ve en recherche d'emploi,Employé.e,En couple avec enfant(s),,5.0,3.0,0.0,Je n'en ai jamais utilisé,,,,,,,50,Elevé,80,Très élevé,3 ou plus,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,2,Mon ménage ne possède pas ce type de véhicule,1,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Entre 5 et 10 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Entre 15 et 20 minutes,Oui,Non,Je ne sais pas,Non,Jamais,Tous les jours ou presque,2 à 3 fois par semaine,Jamais,,,2 à 3 fois par mois,Jamais,Jamais,1 fois par mois,Jamais,Jamais,Moins d'une fois par mois,,,,,,,,,,,,,,,,Le service est trop cher,,,,,,,,,,,,Exceptionnellement,Exceptionnellement,Exceptionnellement,Jamais,Exceptionnellement,Exceptionnellement,Exceptionnellement,Exceptionnellement,Jamais,Souvent,Souvent,Ça me permet de me déplacer plus facilement en tant que personne à mobilité réduite,Service de meilleur rapport qualité/prix par rapport aux taxis,,,Déplacement pour raison médicale remboursé par l’assurance maladie,Transport de personnes à mobilité réduite (PMR) ou en situation de handicap,,,,,,,,,,,,,Je me déplacerai moins,,Je ne sais pas,Ne se prononce pas,Ne se prononce pas,Pas d'accord du tout,Pas d'accord du tout,Ne se prononce pas,Plutôt pas d'accord,Pas d'accord du tout,Plutôt pas d'accord,Plutôt pas d'accord,Je ne sais pas,Hors aire urbaine (zones rurales),,,Moins bien desservie,Oui,J’adapterai mes horaires de déplacement,J'adapterai mon ou mes véhicule(s) ou en changerai,J’utiliserai davantage les transports en commun,,De 2 000 € à 3 000 €,En recherche d'emploi,40-49 ans,Aire urbaine de plus de 200 000 habitants (hors Paris),0.312845228
